POSICIÓN,SUELDO,CLASIFICACIÓN,PRESTACIONES DE LEY,PRESTACIONES SUPERIORES,EMPRESA,GIRO,TAMAÑO DE LA EMPRESA,CIUDAD O ZONA,ESTADO,REGIÓN,FUENTE,PT SEGURO DE VIDA,PT MEMEBRESIA DESC,PT TRANSPORTE,PT SGMM,PT FLEXIBILIDAD,PT VALES DESPENSA/GASOLINA,PLAN DE CRECIMIENTO,PT ECONOMICAS,PT GRATUITAS INST,OBSERVACIONES
JEFE DE MERCADOTECNIA,"$21,500.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE SISTEMAS,"$20,500.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE CALIDAD,"$32,250.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE LOGISTICA,"$21,250.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR GENERAL,"$100,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE FINANZAS,"$120,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE FINANZAS,"$27,500.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE OPERATIVO,"$22,250.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE RECURSOS HUMANOS,"$21,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATRACCION DE TALENTO,"$18,000.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE VENTAS,"$35,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE VENTAS,"$24,000.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATENCION A CLIENTES,"$16,000.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE PRODUCCION,"$15,000.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE CONTABLE,"$26,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE COMPRAS,"$23,500.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE MERCADOTECNIA,"$16,750.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE SISTEMAS,"$18,800.50",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE CALIDAD,"$31,250.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE LOGISTICA,"$14,500.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR GENERAL,"$187,500.00",DIRECTIVO,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,SAN LUIS,SAN LUIS POTOSI,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE FINANZAS,"$127,500.00",DIRECTIVO,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,SAN LUIS,SAN LUIS POTOSI,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE FINANZAS,"$30,000.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,SAN LUIS,SAN LUIS POTOSI,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE OPERATIVO,"$25,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,SAN LUIS,SAN LUIS POTOSI,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE RECURSOS HUMANOS,"$42,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,SAN LUIS,SAN LUIS POTOSI,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATRACCION DE TALENTO,"$22,500.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,SAN LUIS,SAN LUIS POTOSI,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE VENTAS,"$23,750.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,SAN LUIS,SAN LUIS POTOSI,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE VENTAS,"$18,000.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,SAN LUIS,SAN LUIS POTOSI,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATENCION A CLIENTES,"$21,500.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,SAN LUIS,SAN LUIS POTOSI,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE PRODUCCION,"$19,000.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE CONTABLE,"$37,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE COMPRAS,"$17,000.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE MERCADOTECNIA,"$32,700.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE SISTEMAS,"$17,250.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE CALIDAD,"$31,750.00",GERENCIAL ,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE LOGISTICA,"$20,000.00",SENIOR,SI,SI,CONFIDENCIAL,INDUSTRIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR GENERAL,"$80,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASISTENTE DE DIRECCION,"$13,798.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE OPERATIVO,"$22,500.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE CONTABLE,"$45,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE RECURSOS HUMANOS,"$38,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE VENTAS,"$50,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE FINANZAS,"$22,250.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATRACCION DE TALENTO,"$21,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE VENTAS,"$22,500.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATENCION A CLIENTES,"$22,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE PRODUCCION,"$21,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE COMPRAS,"$29,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE MERCADOTECNIA,"$25,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE SISTEMAS,"$18,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE VENTAS,"$8,750.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXLIAR DE MERCADOTECNIA,"$10,250.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE COMPRAS,"$10,750.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE SISTEMAS,"$11,500.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE RECURSOS HUMANOS,"$10,750.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR CONTABLE,"$9,875.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE FINANZAS,"$11,500.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,MONTERREY,NUEVO LEON,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR GENERAL,"$75,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASISTENTE DE DIRECCION,"$12,500.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE OPERATIVO,"$43,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE CONTABLE,"$35,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE RECURSOS HUMANOS,"$35,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE VENTAS,"$32,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE FINANZAS,"$23,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATRACCION DE TALENTO,"$20,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE VENTAS,"$22,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATENCION A CLIENTES,"$23,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE PRODUCCION,"$32,750.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE COMPRAS,"$26,500.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE MERCADOTECNIA,"$15,500.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE SISTEMAS,"$20,450.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE VENTAS,"$8,250.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXLIAR DE MERCADOTECNIA,"$10,250.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE COMPRAS,"$9,125.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE SISTEMAS,"$11,500.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE RECURSOS HUMANOS,"$9,750.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR CONTABLE,"$12,000.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE FINANZAS,"$11,750.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR GENERAL,"$40,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASISTENTE DE DIRECCION,"$12,500.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE OPERATIVO,"$20,500.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE CONTABLE,"$37,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE RECURSOS HUMANOS,"$19,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE VENTAS,"$35,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE FINANZAS,"$16,500.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATRACCION DE TALENTO,"$17,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE VENTAS,"$21,500.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATENCION A CLIENTES,"$16,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE PRODUCCION,"$20,500.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE COMPRAS,"$14,500.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE MERCADOTECNIA,"$18,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE SISTEMAS,"$16,000.00",SENIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE VENTAS,"$8,000.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXLIAR DE MERCADOTECNIA,"$9,625.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE COMPRAS,"$7,750.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE SISTEMAS,"$8,750.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE RECURSOS HUMANOS,"$8,750.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR CONTABLE,"$11,250.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE FINANZAS,"$9,000.00",JUNIOR,SI,SI,CONFIDENCIAL,COMERCIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASISTENTE DE GERENCIA,"$16,643.00",JUNIOR,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR CONTABLE,"$11,000.00",JUNIOR,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE CONTABILIDAD,"$34,500.00",SENIOR,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASESOR DE VENTAS,"$8,800.00",JUNIOR,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE TESORERÍA,"$10,750.00",JUNIOR,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE TESORERÍA,"$37,500.00",SENIOR,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE TESORERÍA,"$57,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,CHIHUAHUA,CHIHUAHUA,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE CRÉDITO Y COBRANZA,"$10,450.00",JUNIOR,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
